"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26"
7.20279670991713,7.07865750499264,1.80881854146456,-2.82731670476809,-3.08587847032027,1.21989548729653,-1.5850718369317,-0.75971221843414,0.0976504991995129,-0.838931524753245,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1.13653792890387,-4.62308515204693,1.59976325414842,-3.62426731041994,-5.30675661457094,0.0960842035692349,0.359026940100317,0.0243434791493552,-2.56860274006114,-1.05581568308024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.7901207065751,4.27061515917815,-5.27015436806065,1.42371920246701,-3.13421394284609,-0.0374295344728246,0.307604016267791,-1.72092827454361,-0.654554690393498,-0.430810681517132,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
14.8916387197315,13.3600535064,5.36837030106513,5.64700748799546,0.235062795633005,6.18337866946296,4.88021336635583,4.0432669753081,5.41742129639856,6.58925203795834,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6.29018402336304,-0.169282954506448,6.98808051604643,7.60578217252159,6.80192658067911,5.59983890722454,5.87047656199883,5.5965874488566,4.08291130397112,5.36077703261458,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4.53748373287002,2.10445696949883,7.52303136367475,4.92815151576242,3.57401504019628,4.0570214494441,4.89834835054263,6.5462175392073,5.31937275962303,5.38413628361345,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3.08215932108536,15.4353059887264,5.23795304968929,7.23155462932387,10.6077172757342,5.70401840821867,3.67026694184363,5.30866505592801,5.49230198026366,5.79415584269784,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7.59614392272129,6.48061017911628,-3.41374075904702,10.2928616578026,0.707753508168093,4.12061583049768,6.30693058934686,4.84618592169999,5.10268270390136,3.91151896335664,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
4.29824099977798,1.29068561193177,0.295528704819724,4.24164595358931,0.444908081672405,4.35381237760976,5.38133538917784,6.05659527185809,4.63644863346793,4.09236293940512,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3.31194998659406,3.21965276259198,-0.937474358981793,2.28831416465641,5.18652463799343,6.01229430966445,5.02457834081099,6.00653992139872,5.71752910011422,3.78295979068545,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3.6569554621702,5.62375524266486,5.24069186119377,6.85745270424502,9.22047765985862,5.02947550355943,4.97754616716629,4.02828836656949,5.10436702038412,6.01460878776878,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1.89698623439489,-0.868947065530166,4.67318165159832,1.14101616390103,4.74416321775927,-0.0766412756980464,0.480159217296138,0.947939474270546,0.162403010897422,0.632127711890628,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1
7.71916671647073,3.92343902057529,-0.85031909522221,2.16644414859033,-5.74129091263628,-0.869752078517538,0.68510131292239,0.0418603649373326,-0.199326047501789,1.63879285101937,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
2.98379172546734,0.334422410453468,2.27488285487793,1.57526587291427,5.58184602217233,5.29205850506273,5.30356418535546,5.09527159296988,5.58925392099581,6.83142831590305,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
-2.43619926846995,5.41036294144675,3.19072171347406,-5.63647280902506,-2.42215293874788,4.46942230663976,5.11443495923126,5.34498394790282,3.64012578888806,5.28694160225806,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2.53472865018585,3.8916706194509,1.63762678130437,-3.19983896545485,-4.1441735105173,-1.45733151766533,1.53914453267841,1.54074124235129,-1.05544020529505,0.0709348750426619,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2.92634273106681,-4.25759654573247,-6.01767575883089,8.14676505750685,6.89329556390793,1.01392907924245,1.6819268123235,1.09154837834822,0.48715450535059,0.637215236252413,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5.28033413430904,1.88693519030674,6.55507538688736,8.75214024034971,2.26909086128362,5.083677139328,4.20366489654432,4.49895662384877,4.27773521767814,7.45351811903092,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3.77423613845342,7.40732531403656,9.76515223990626,4.34111968617454,8.20768171956507,6.34615428607349,5.20355013128221,4.3242187922531,3.34054467115078,4.44737268082119,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-7.95211208147558,10.9092095403816,0.549787167614073,4.63931153638418,-4.95899565458242,3.97908774487456,4.25068899940979,6.23241600576004,5.00767624052555,5.87996246959549,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6.34421273552683,6.51104219955192,10.3239616420355,3.05128786534101,11.1363692125131,5.3401088510905,5.49204624677604,6.93857266866439,5.6791433973959,7.25706617714856,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
7.09153779882972,-1.37541874621008,13.1657355991595,6.68148804970112,14.8184808514167,5.92288962543613,3.31263947246678,7.1082447861558,6.824921564814,6.04174820509414,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2.47348454817184,-0.186060647887122,0.240847825480951,-3.67306503593687,0.0737158351659077,-0.404253545389108,0.650449555906328,-0.929785968727149,-0.906402066678443,0.399793045032257,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
4.60625506653687,4.63374384996233,3.15005755417917,3.98956543663278,6.0882316376343,6.34398219911791,5.07238663303932,4.70842577727786,5.7023591982624,4.92229648759307,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2
7.65723258051866,11.3772544305332,3.82158831106788,0.940577375888447,0.434609198856857,6.98723630930682,3.63836932113914,5.19260088835229,4.1894770265421,6.54779482293491,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1.8315583133239,0.210841093950752,7.62062672177509,7.10739287896194,3.89731101067525,4.47993596880389,4.23478485121407,5.50969796155611,5.43376991589812,5.22566038062274,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2
-4.69547506942739,5.04315351654147,1.14239372364085,9.39923255783155,6.34866348443092,5.13325777333242,6.03888082232325,4.84615720200394,4.34112220948618,4.58014094901868,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
-0.0676530753379265,-6.00305823056988,-4.92259283820339,11.0952593763596,-7.53665508903492,1.6760288979519,1.20851393421526,-0.431808685588851,1.54398409342587,0.611685202727091,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.5227587994573,-0.625210524359699,-3.27143609657154,-0.391520162076584,3.89349692888506,0.11237928347672,0.411987004982104,0.0388371452030116,1.14601810946809,0.485529020245236,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1
14.6253233758021,5.7710605897529,9.32944525192516,-6.40495362127286,11.6046520510277,5.29940979469865,5.21898504933209,4.06517272464263,6.30919017318468,4.69347893965374,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2
-1.29340159106362,-1.94306851109435,-4.99011034311345,1.52258522153398,10.4209332632278,-1.72481040094705,-0.952899647804087,0.602890848255494,1.93278878272479,1.00214702607009,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
9.78013036523489,11.5453001396675,8.70753199846629,5.30359644821762,3.92027987489806,4.81790841659049,4.80283068267884,5.87181086361707,6.08421490284346,6.07248069200817,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4.17659306188254,8.91228691856054,11.4793065863482,6.16001335727625,10.9754918808288,5.31992212529161,5.44412595452995,4.39560865365433,5.20655395339193,5.09886753228751,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2
-3.55744321340357,6.22800917431776,3.92156890537038,-1.50182697028806,-5.67459756511462,5.72620118634689,4.76005932051199,5.04671956176639,5.50565169891993,4.64852776768654,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2
-2.26377747748415,-1.24511024110304,3.15733378598068,8.98280735645227,-9.99098432038318,0.785178548931785,-0.473117205852689,1.89905841553424,-0.51162293693791,-0.225393786587606,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7.96363255405524,0.545142095228422,-1.67347442423316,-2.99516651011266,2.78583098927128,0.171893359401123,0.0754650196664251,0.0232008990497652,-0.10990991620364,-1.34006913531352,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
3.52436097044876,0.346726818034714,5.28844127982921,-2.2847649985389,-2.13221654356027,-0.656570530789575,0.197601045016385,0.326040860731951,1.3630306288886,-1.1700702885935,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
5.39500544785864,-5.97914527400977,-8.67777628840217,0.959702689108907,4.39554479900646,0.684825845918694,0.868056767576902,0.74002970188364,0.369000301652904,-0.252258259217552,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10.1841894288189,11.0612554656488,0.625382015972177,-0.199478653170885,15.3640761890548,4.02867210098275,5.46372404185763,3.24696047544372,6.08063348076956,4.66370800665088,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2.70890848244853,8.91910839955497,1.95636127790957,10.6662330927532,4.01394175813309,4.35633415245205,3.04981235233697,5.45117641821468,3.75178110217256,4.10835817335795,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-10.0048257234247,-0.271130696284274,-0.30910596858807,2.87877870995987,2.5407397635591,0.62409889082425,0.552402663542631,0.339573769507245,0.632425625496537,-2.252783138789,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1
5.68605939881714,-1.197624391806,2.59000046599905,1.7357650372624,0.733100642795289,3.87118732396469,4.76395080754244,6.43430632198706,7.23709397531219,4.34068057888011,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2
-4.19167229348423,-11.6012067002881,6.88176227595457,0.351756800312237,2.99988104917782,-0.421532489466375,-2.23728770909614,1.24832687433335,1.94814456765333,-0.369514550050973,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
1.01545062510076,-4.96261406889304,4.34172121234427,6.31045346821754,3.40197111399754,4.81459005428254,4.32832178632476,3.39534156537387,6.46968155982332,5.29329840924964,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
5.6736699572745,10.6875048482431,3.67512466864904,0.356917192918077,6.75967583928353,5.13785518336023,5.28120814441485,6.51426536256154,5.49359812210289,4.2861418856033,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
-4.33774288797766,2.78749458567571,2.36508013923263,-9.52265129625007,-2.93899954414214,0.963937704438407,0.223504639654557,-0.0301814578814073,0.013476743978956,0.851152127233855,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
-3.93082202546087,0.828886910018696,7.68108126754254,3.04024365922759,-1.18240365954493,0.935447530399332,-0.590617304643383,0.434617002250651,1.12903419995971,1.43833570057063,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4.44514713826991,3.81156787350146,-0.982612138925787,-6.63022714233466,3.42245981821873,0.402519243763459,-0.908360339309145,-1.12704072032134,0.0247558733909446,1.17748223403282,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
1.02083403348116,-1.11049324544194,-1.3599943617009,5.53136208929755,2.95303951008025,-0.859282300465335,-0.476465087531164,-1.16112161537661,1.12571965583918,0.910771042364076,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
6.73608526973014,3.20346603070506,6.34797717653322,-2.00290436843294,11.3308208310561,6.86665808144397,5.10575774497394,2.86348262564754,5.00491541875815,5.51973453033576,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
13.268600085124,13.6618906820472,2.28846434528997,2.59904953407931,-1.34101800203313,5.59487189166555,2.80591929322794,2.98533565080613,5.65857242096638,6.75101243391823,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2.08622429795384,2.2923369987753,1.09099209649046,13.0216831871476,-0.450116545962069,6.32486946755403,6.089659473504,5.7031979574672,6.85664983510554,2.98751918966712,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4.49335962560054,10.3974677937441,2.70938402612598,4.8638233579573,2.95055078093372,5.62264451515482,5.61130087389377,4.23468197155845,4.86478944997721,4.27728590103429,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
3.14337587193218,2.02934568608359,8.48889478922244,9.55257691430614,11.4407033457983,3.86038122195392,4.40557481384249,7.13842687895038,4.72715862171823,6.20993249020933,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2.47468604665154,8.75959088885853,-3.64055611137252,1.78799222259715,7.14359411228823,3.76010256152114,5.43797306891907,4.81254251534971,3.49839286158046,3.3884977507881,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3.65976031724519,3.34762960665141,7.33478031941712,3.47960112414983,9.53744949859094,4.7051678686206,5.82877677483403,4.69151084850014,4.23433906509742,5.40072661347187,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2.98906602735439,2.46084112153474,5.16630121590815,4.26615789398526,0.243007828110809,3.87656785755139,3.77881796846677,4.07878325751791,3.86210173772554,5.58874036181929,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6.28602721421209,8.76424367591717,8.46577651214989,2.08732745834458,14.8532349319802,4.97629715013013,6.38496008659423,4.69593252657746,5.68376327190208,5.67832757596457,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2.61768299071202,-3.21480260736876,0.448864773743707,6.38632025871283,2.84963142228609,-0.819064555249399,-0.809621156630758,1.18862906057106,-1.12103126787499,-0.865644410642406,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
5.99537058774483,11.0755198888745,4.67304814326803,1.18643069581387,1.44162635886734,5.54179691360934,5.57472995522609,6.04752330833458,5.83869149954804,4.99485684415793,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2
-0.361066269137991,-2.39025239273886,1.97263307290767,3.67760640742932,-1.38689025824762,-0.223771252414482,0.578932184757187,-0.37930359974051,1.93703714725928,-0.224117083485084,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.111591155933522,10.0984086178542,6.3308364726671,-8.55333755135677,2.69057736372273,0.511637161290558,0.398482913794848,-0.513588530921833,-0.609447556108408,-0.148198951940108,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
3.96747854503123,8.70857111968763,10.7445750375151,4.89897021387721,9.17841741405507,5.32896433006983,4.68291480684217,6.35241973426711,3.96044722655295,6.02580892351217,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7.74123881288351,-3.25576924968141,0.583870163046933,-9.78058162104761,6.23509251712886,-0.325011969741435,-0.235137733068301,0.0849352916160997,-1.51342592958109,-0.93275000005722,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.97235437044532,2.40393025724151,-3.33842095466121,-8.57011549062719,-0.0364427633234969,-1.73347672079178,-0.377796713942351,1.23086987493351,0.37334267987516,0.552170970551432,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7.06639319271404,8.76642055046411,7.269745952084,9.90002352628447,5.02530837440219,4.36380212557937,4.35216378825044,4.97399236088626,7.23215590295451,4.0643250778896,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2
0.1947386102161,8.07029506612933,7.11185317803754,4.99618982158162,2.26020126485036,-1.25933310425305,-2.44186090324572,-0.0277372463882406,0.71481039937012,1.32411839692787,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2.38209587452632,-3.41546034017194,6.90607749912268,2.90453075630121,8.39270219790276,4.32731005883444,4.95258465949792,7.34220684213131,5.64363750527416,4.48260472521818,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6.98683545752139,10.487643063133,1.47195368893788,-0.737525969928094,10.5054505207327,3.55452498400579,4.40941866413641,6.22817854002762,4.79109782545764,6.06959291324821,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
9.72717339668462,1.26072840579149,0.29488846691859,3.21349146821844,2.22544161133012,4.65458557820206,4.98642710289892,3.39281547940836,7.42386997401711,4.36995869965455,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
16.0526399562878,9.03754284114195,-1.49314115299114,4.07092866583324,-4.94040381802535,6.37166504881066,4.64303008898482,5.67622302659363,5.04195109099553,5.5090428213805,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2
6.47326635335317,-1.5863002705286,2.54530965393028,7.45535182472059,3.59121500817272,0.141652119982505,0.909236340012717,1.84606225002364,1.37146430256929,0.925939358417587,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-1.45829889213052,-2.55158881725227,5.9978989498308,5.22742172623723,8.67338244035453,6.14937138465475,3.26894798015788,5.55355803521046,5.41707446786068,5.29098222886621,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2
7.57974763656931,1.44386271513319,10.7783026450436,3.42772971664122,-1.21498652604192,6.29126988840473,4.89652746989459,6.26744789961989,3.67520079613215,4.52381351031637,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-7.40794110934764,5.65513229007063,13.4466912895601,4.28279066087143,8.06154983178857,4.91350166394192,5.58361123963741,3.8726683572255,3.80255245999664,4.82061858503696,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
6.99073327898873,7.92957419373207,6.01937048113305,-2.20309465154322,2.26071293243962,6.61132738932391,3.00134797809594,4.30772995427369,5.69627100703707,6.63274830898751,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2
0.142365415260701,-6.98975576149021,0.984644031817631,1.83821836700066,0.310701710582524,0.0801898876370329,0.449278455146117,-0.387107962249973,1.11675376061973,0.0772480831862142,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2.5536607821386,3.73205873081461,5.10586822777471,2.8838384154738,6.48508918299756,0.104964233685372,-0.291934031318506,1.47993629428389,1.3333982198798,-0.176270793299929,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-4.62097257835332,6.30011595031079,-5.99570139360475,-5.06176228045734,-4.49464232819317,0.519325365480271,-0.50405883488991,1.51947948138162,-0.446432243807318,-0.425821242963442,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-7.37976314825808,-6.35869441650735,1.07264374051199,2.51602556545138,-3.84113074519151,-0.682717866884091,-0.247111483484909,-2.14587633060349,0.289155301715948,-0.00863240633677804,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1
1.16207253977672,1.15429998638858,6.19072951121071,0.848737037412245,-3.49927937996307,1.4054410895664,-0.634118574483209,-1.69051586175836,1.19147743868338,1.88968640344629,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
-0.694538922934108,-1.77032086542069,-9.10567010277178,3.4632238374007,3.00017593911616,-0.0850274270790058,0.602602283935457,-2.1881251907035,-1.39075844530364,0.0293450794775746,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-8.54443411774844,2.28952100943221,-6.51700771641391,5.348159961047,5.14901466631287,0.791640308884543,1.7428412126937,-1.25647940558253,0.287914088621005,0.803823058601337,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7.93550664143891,8.34711380092297,6.12003103356419,6.84491342245239,4.0529007054598,5.91444369340234,6.99490899768432,4.67641445251573,4.77972689376887,3.53581107165131,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2
8.74055101410847,11.1459136968507,12.3147342433377,-0.0297506313065519,9.46442185054395,6.14646677296991,4.53269093099627,7.56994780745884,5.38920821845186,5.24556804970841,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
-0.66301809372985,-4.3981059803102,1.15605958354492,6.04032482569063,-2.66735240918725,0.313655687846861,-1.06000474835388,0.157021600677617,0.849637919359569,-0.379896966554168,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
